,Sample.Name,Phylum,Class,Order,Family,Genus,Normalized.Counts
1598,FS903_30_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,0.014014577
1599,FS903_30_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,0.015046529
1602,FS903_30_13L,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,0.012483293
1603,FS903_30_13L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,14.33398302
1605,FS903_30_13L,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,0.017742921
1607,FS903_30_13L,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,0.297435266
1608,FS903_30_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,0.234918933
1609,FS903_30_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,1.458880864
1610,FS903_30_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,0.278627104
1611,FS903_30_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,0.012516582
1630,FS903_30_13L,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter,0.012383427
1638,FS903_30_13L,Lentisphaerae,Lentisphaeria,Victivallales,BD2-3,BD2-3_ge,0.016477947
1649,FS903_30_13L,Mollusca,Gastropoda,Vetigastropoda,Vetigastropoda_fa,Vetigastropoda_ge,0.055625554
1705,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,0.131823576
1707,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans,0.017010568
1710,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacteraceae_unclassified,0.04563892
1713,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfonema,0.015379417
1720,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,0.061284647
1721,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,0.047702824
1726,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobiaceae_unclassified,0.220038848
1728,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonauticus,0.053927827
1729,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,0.028761508
1730,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfovermiculus,0.026431293
1731,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionales_unclassified,Desulfovibrionales_unclassified,0.165212224
1745,FS903_30_13L,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacteriaceae_unclassified,0.018375408
1753,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,0.023967923
1757,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoaceae_unclassified,0.024800142
1758,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Marithioploca,0.043774748
1772,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Sedimenticolaceae_unclassified,0.012083828
1779,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0.184952472
1791,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0.013515245
1794,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,0.015379417
1795,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,0.023901345
1799,FS903_30_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrospiraceae_unclassified,0.01448062
1809,FS903_30_13L,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,0.139946039
1851,FS903_55_12H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,2.271082881
1865,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,0.465212692
1866,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,0.738832378
1868,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,0.822685165
1873,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,0.020333931
1875,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,0.391773642
1876,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,53.6995415
1877,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,0.018014283
1878,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,2.333269173
1880,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,21.37086227
1882,FS903_55_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,1.00534506
1883,FS903_55_12H,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,0.04348105
1884,FS903_55_12H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,5.795318261
1887,FS903_55_12H,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,0.027391581
1888,FS903_55_12H,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,0.064012398
1889,FS903_55_12H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,2.411347518
1891,FS903_55_12H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,7.505342592
1933,FS903_55_12H,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionales_unclassified,Desulfovibrionales_unclassified,0.028625436
1955,FS903_55_12H,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0.017964929
1960,FS903_55_12H,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,0.936989492
1961,FS903_55_12H,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Petrotogaceae_unclassified,0.032573772
1995,FS903_55_12L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,0.005685139
1996,FS903_55_12L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,0.012221719
1998,FS903_55_12L,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.012026597
2003,FS903_55_12L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,1.619945348
2008,FS903_55_12L,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,0.003583145
2017,FS903_55_12L,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,0.00321064
2048,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,0.003769398
2050,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,0.500185809
2054,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,0.752788689
2055,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,0.021011068
2056,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,0.7985004
2061,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0.003246117
2064,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,0.428815584
2065,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,42.03231749
2066,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,0.061108593
2067,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,1.953231084
2068,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_ge,0.005605317
2069,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,21.08673961
2071,FS903_55_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,0.895467055
2072,FS903_55_12L,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,0.044106391
2073,FS903_55_12L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,7.457128641
2077,FS903_55_12L,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,0.020079805
2078,FS903_55_12L,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,0.079911237
2079,FS903_55_12L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,4.880758421
2080,FS903_55_12L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,0.019441224
2081,FS903_55_12L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,15.67756481
2092,FS903_55_12L,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_3,Caloranaerobacter,0.003662968
2134,FS903_55_12L,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,0.005516625
2154,FS903_55_12L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobiaceae_unclassified,0.010953427
2160,FS903_55_12L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionales_unclassified,Desulfovibrionales_unclassified,0.012328149
2199,FS903_55_12L,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,0.005286026
2205,FS903_55_12L,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,1.523688227
2206,FS903_55_12L,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Petrotogaceae_unclassified,0.054767135
2207,FS903_55_12L,Thermotogae,Thermotogae,Thermotogae_unclassified,Thermotogae_unclassified,Thermotogae_unclassified,0.005348111
2219,FS903_55_13H,,NA,NA,NA,NA,67.95602436
2241,FS903_55_13H,Epsilonbacteraeota,,NA,NA,NA,0.012894536
2242,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,,NA,NA,0.226900686
2243,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,,NA,0.776644113
2248,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,,0.754665881
2249,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,1.298297586
2257,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,,8.142683549
2258,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,16.12274735
2259,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,0.038204256
2260,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,0.860530497
2263,FS903_55_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,0.402462904
2268,FS903_55_13H,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,0.013733399
2269,FS903_55_13H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,,0.685088117
2271,FS903_55_13H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,2.195378579
2319,FS903_55_13H,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,,0.016082218
2320,FS903_55_13H,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,0.497661967
2337,FS903_55_13L,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,0.017683061
2342,FS903_55_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,0.047470301
2343,FS903_55_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,0.072126963
2344,FS903_55_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,0.006824167
2345,FS903_55_13L,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.04637445
2353,FS903_55_13L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,3.133288935
2385,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,0.078702073
2388,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,2.557717759
2390,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,4.00175137
2392,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,2.526784856
2395,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,0.026549497
2396,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,0.045228786
2397,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0.068341294
2398,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,0.087120206
2400,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,0.540354488
2401,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,39.14431918
2402,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,0.101964015
2403,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,4.414638386
2405,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,17.44232209
2407,FS903_55_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,1.52258625
2408,FS903_55_13L,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,0.039351037
2409,FS903_55_13L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,10.12811004
2411,FS903_55_13L,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,0.038554054
2412,FS903_55_13L,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,0.023610622
2413,FS903_55_13L,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,0.465736953
2414,FS903_55_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,2.117633698
2415,FS903_55_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,0.026499685
2416,FS903_55_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,7.511066856
2466,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,0.088066624
2468,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacteraceae_unclassified,0.034818196
2475,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,0.059375235
2476,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,0.073173004
2479,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfofervidales,Desulfofervidaceae,Candidatus_Desulfofervidus,0.019575895
2480,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobiaceae_unclassified,0.217227685
2482,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonauticus,0.076709616
2483,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,0.052899748
2484,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfovermiculus,0.021717787
2485,FS903_55_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionales_unclassified,Desulfovibrionales_unclassified,0.228783938
2500,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,0.021618164
2516,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0.025453645
2521,FS903_55_13L,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,0.063459773
2526,FS903_55_13L,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,0.104454587
2530,FS903_55_13L,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,2.62247263
2531,FS903_55_13L,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Petrotogaceae_unclassified,0.0574824
2557,FS903_80_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,0.223698421
2558,FS903_80_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,0.161732992
2559,FS903_80_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,0.014323465
2560,FS903_80_12H,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,0.507388934
2566,FS903_80_12H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,0.074302134
2577,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,0.005718647
2578,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,0.070986393
2579,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,0.032096911
2581,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,0.021639574
2583,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,0.333641415
2584,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,0.014618794
2586,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,0.550882866
2588,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,0.026150055
2589,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,0.267326593
2590,FS903_80_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,0.015826959
2592,FS903_80_12H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,1.164630573
2595,FS903_80_12H,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,1.082139767
2596,FS903_80_12H,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,89.43296129
2597,FS903_80_12H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,0.919265731
